순위,티커,종목명,티어,종가,등락률,시가총액,거래량,거래대금,PER,ROE,외국인비율,자동점수,점수상세
25,010120,LS ELECTRIC,?,241500,-2.03,36225000000000.0,1564916,377927214000,107.43,14.67,17.7,64.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
26,011070,LG이노텍,?,1458000,28.57,34506600000000.0,1402708,2045148264000,71.18,6.14,24.92,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
27,298040,효성중공업,?,3685000,0.88,34361000000000.0,77915,287116775000,68.04,24.41,26.87,66.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
28,006800,미래에셋증권,?,61400,-0.97,34357400000000.0,3535536,217081910400,28.51,12.36,8.46,43.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
29,005490,POSCO홀딩스,C,423500,0.83,33558800000000.0,704621,298406993500,41.67,1.18,31.22,42.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
30,000150,두산,C,1972000,18.8,31934200000000.0,231205,455936260000,460.1,4.99,19.17,46.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
31,086790,하나금융지주,A,115100,-0.17,31579700000000.0,1481779,170552762900,8.16,9.17,68.17,56.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
32,009540,HD한국조선해양,C,423000,1.93,29937000000000.0,415075,175576725000,11.89,17.78,33.91,69.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
33,069500,KODEX 200,?,134815,3.71,29484000000000.0,17383318,2343532016170,,,22.68,,
34,010130,고려아연,C,1373000,0.59,28658600000000.0,23296,31985408000,28.63,8.48,28.01,59.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
35,042700,한미반도체,C,282000,-3.59,26878000000000.0,1560782,440140524000,151.04,34.76,5.97,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
36,051910,LG화학,C,367000,6.53,25907400000000.0,852879,313006593000,-13.95,-5.5,36.36,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
37,307950,현대오토에버,?,931000,24.8,25531700000000.0,1007516,937997396000,141.21,10.27,1.86,65.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
38,000810,삼성화재,?,569000,1.61,25404400000000.0,226006,128597414000,13.98,10.97,58.07,63.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
39,015760,한국전력,D,38900,-0.38,24972400000000.0,3204199,124643341100,2.87,19.4,20.96,53.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
40,010140,삼성중공업,C,27950,-1.58,24596000000000.0,6896894,192768187300,44.29,13.74,30.16,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
41,018260,삼성에스디에스,?,299000,20.32,23136000000000.0,3835068,1146685332000,36.12,7.89,19.04,63.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
42,003550,LG,B,146600,26.6,22608900000000.0,6073217,890333612200,46.78,2.64,35.56,52.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
43,267250,HD현대,?,277500,0.73,21920600000000.0,305523,84782632500,14.38,10.25,26.43,67.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
44,064350,현대로템,C,200500,-2.67,21883000000000.0,1054054,211337827000,26.92,30.05,35.92,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
45,003670,포스코퓨처엠,D,245500,3.15,21836300000000.0,611904,150222432000,-1487.88,0.92,9.41,23.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
46,316140,우리금융지주,A,29700,-1.16,21802100000000.0,5057275,150201067500,7.04,8.91,45.21,49.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 0, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 10}"
47,017670,SK텔레콤,A,100600,3.82,21607900000000.0,1920948,193247368800,58.97,3.33,39.36,51.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
48,096770,SK이노베이션,D,119200,1.88,20151100000000.0,806022,96077822400,-9.04,-14.42,14.49,43.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
49,272210,한화시스템,C,105000,-0.85,19836500000000.0,1144956,120220380000,124.41,6.6,9.06,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
50,033780,KT&G,A,184700,0.54,19173800000000.0,609404,112556918800,18.19,11.77,51.13,73.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
51,360750,TIGER 미국S&P500,?,28300,1.07,18799700000000.0,9372022,265228222600,,,0.07,,
52,035720,카카오,C,41950,4.61,18528900000000.0,7343702,308068298900,37.76,4.59,29.0,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
53,011200,HMM,C,19560,-0.25,18449700000000.0,4653326,91019056560,12.79,6.9,7.62,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 8}"
54,086280,현대글로비스,A,242500,4.08,18187500000000.0,918380,222707150000,10.85,18.13,45.1,74.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
55,079550,LIG디펜스앤에어로스페이스,C,801000,-6.43,17622000000000.0,253196,202809996000,56.68,19.2,23.89,67.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
56,138040,메리츠금융지주,A,102900,-0.1,17220000000000.0,1032406,106234577400,8.1,22.53,14.03,52.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
57,047810,한국항공우주,C,168300,0.24,16405100000000.0,1025663,172619082900,82.95,10.51,26.72,41.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
58,000720,현대건설,?,147000,3.96,16369300000000.0,1286641,189136227000,38.77,4.58,25.34,26.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
59,024110,기업은행,B,20200,-1.22,16108000000000.0,4689421,94726304200,6.08,7.7,13.36,58.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
60,278470,에이피알,?,395500,-1.25,14806800000000.0,449329,177709619500,41.64,75.3,37.48,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
61,396500,TIGER 반도체TOP10,?,50450,0.67,14620400000000.0,25295751,1276170637950,,,0.3,,
62,006260,LS,C,446000,-6.2,13915200000000.0,459222,204813012000,41.81,5.65,18.27,54.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
63,030200,KT,A,52800,1.73,13306700000000.0,398620,21047136000,8.62,10.22,49.0,62.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
64,071050,한국금융지주,?,237500,-0.42,13234900000000.0,571026,135618675000,7.24,18.66,35.03,49.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 10}"
65,010950,S-Oil,C,107400,0.37,12091400000000.0,836638,89854921200,13.29,2.01,78.42,48.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 8}"
66,0126Z0,삼성에피스홀딩스,?,484000,2.87,12043400000000.0,191548,92709232000,22.82,,6.97,,
67,259960,크래프톤,C,257500,0.78,11880300000000.0,381343,98195822500,13.93,10.6,43.44,85.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
68,102110,TIGER 200,?,134960,3.83,11755000000000.0,5488162,740682343520,,,7.25,,
69,047050,포스코인터내셔널,C,63800,-0.47,11223900000000.0,1007700,64291260000,16.51,9.27,8.09,56.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 5}"
70,064400,LG씨엔에스,?,113800,29.91,11025600000000.0,8555366,973600650800,23.89,17.35,5.33,69.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
71,133690,TIGER 미국나스닥100,?,201945,1.61,10979700000000.0,488995,98750095275,,,0.04,,
72,122630,KODEX 레버리지,?,204400,7.89,10802500000000.0,15399753,3147709513200,,,0.28,,
73,047040,대우건설,?,26200,2.95,10765800000000.0,15396361,403384658200,-14.06,-23.89,10.91,16.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
74,005940,NH투자증권,?,30200,-0.82,10761600000000.0,2198872,66405934400,10.46,11.76,13.06,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 8}"
75,016360,삼성증권,?,119800,-0.83,10698100000000.0,590178,70703324400,8.84,13.09,26.19,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
76,323410,카카오뱅크,B,22400,4.67,10687500000000.0,3705193,82996323200,22.24,7.23,16.33,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
77,028050,삼성E&A,?,52900,4.13,10368400000000.0,2373485,125557356500,16.66,13.76,39.47,51.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
78,443060,HD현대마린솔루션,A,224000,-0.88,10042700000000.0,1564510,350450240000,32.99,33.73,29.26,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
79,003490,대한항공,C,26800,-0.74,9868300000000.0,3931009,105351041200,16.05,7.28,20.57,61.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
80,039490,키움증권,?,370500,-0.13,9717600000000.0,145229,53807344500,7.45,18.12,28.0,56.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
81,379800,KODEX 미국S&P500,?,25800,1.12,9706000000000.0,14346288,370134230400,,,0.02,,
82,005387,현대차2우B,?,272000,3.23,9510200000000.0,670883,182480176000,8.39,,54.94,,
83,007660,이수페타시스,?,129200,1.33,9484500000000.0,1209513,156269079600,54.47,29.64,22.9,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
84,352820,하이브,D,220000,-1.57,9482500000000.0,707547,155660340000,-20.34,-7.33,18.27,53.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 0}"
85,353200,대덕전자,?,190900,15.84,9433700000000.0,2337900,446305110000,99.53,5.37,16.17,56.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
86,000880,한화,?,133700,-3.95,9426900000000.0,293586,39252448200,28.95,3.3,21.82,60.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
87,005830,DB손해보험,?,143100,1.42,9373100000000.0,854565,122288251500,5.66,17.75,46.84,72.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
88,278530,KODEX 200TR,?,48515,3.39,9227600000000.0,1666123,80831957345,,,0.0,,
89,003230,삼양식품,B,1205000,-0.5,9077300000000.0,89563,107923415000,20.87,37.59,15.39,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
90,001440,대한전선,?,45450,-4.92,8907900000000.0,6580148,299067726600,173.47,5.48,13.14,44.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
91,379810,KODEX 미국나스닥100,?,30250,1.65,8398900000000.0,3217089,97316942250,,,0.01,,
92,161390,한국타이어앤테크놀로지,B,66800,6.03,8274900000000.0,1447920,96721056000,7.41,9.39,38.58,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 10}"
93,488770,KODEX 머니마켓액티브,?,104490,0.02,8077300000000.0,838818,87648092820,,,0.05,,
94,000990,DB하이텍,?,185500,-4.53,8070100000000.0,1008623,187099566500,27.5,12.52,24.67,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
