순위,티커,종목명,티어,종가,등락률,시가총액,거래량,거래대금,PER,ROE,외국인비율,자동점수,점수상세
28,005490,POSCO홀딩스,C,398500,-3.51,31577700000000.0,479700,191160450000,39.21,1.18,31.33,42.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
29,086790,하나금융지주,A,115000,0.97,31552300000000.0,665847,76572405000,8.15,9.17,68.17,56.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
30,000150,두산,C,1869000,-15.16,30266300000000.0,143856,268866864000,436.07,4.99,19.66,46.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
31,069500,KODEX 200,?,139515,-1.33,30107300000000.0,19366177,2701872184155,,,22.99,,
32,011070,LG이노텍,?,1215000,-20.59,28755500000000.0,923428,1121965020000,59.31,6.14,23.42,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
33,000810,삼성화재,?,641000,6.13,28619000000000.0,156525,100332525000,15.75,10.97,58.1,60.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
34,010130,고려아연,C,1321000,-3.93,27573200000000.0,20231,26725151000,27.54,8.48,28.05,59.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
35,009540,HD한국조선해양,C,384500,-4.94,27212300000000.0,273722,105246109000,10.81,17.78,33.91,69.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
36,017670,SK텔레콤,A,124500,10.96,26741400000000.0,7187053,894788098500,72.98,3.33,38.67,51.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
37,042700,한미반도체,C,278000,-5.12,26496800000000.0,665452,184995656000,148.9,34.76,6.13,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
38,051910,LG화학,C,358000,-1.51,25272100000000.0,367893,131705694000,-13.6,-5.5,36.55,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
39,015760,한국전력,D,37950,-1.81,24362500000000.0,1274152,48354068400,2.8,19.4,20.98,53.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
40,010140,삼성중공업,C,27550,0.0,24244000000000.0,9884386,272314834300,43.66,13.74,30.13,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
41,307950,현대오토에버,?,878000,-6.4,24078300000000.0,267557,234915046000,133.17,10.27,1.76,65.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
42,018260,삼성에스디에스,?,300000,-17.13,23213300000000.0,1734664,520399200000,36.25,7.89,18.27,63.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
43,064350,현대로템,C,202000,-5.16,22046700000000.0,526413,106335426000,27.12,30.05,36.44,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
44,316140,우리금융지주,A,29700,1.02,21802100000000.0,1762013,52331786100,7.04,8.91,45.26,49.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 0, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 10}"
45,003550,LG,B,141100,-14.9,21760700000000.0,1556240,219585464000,45.02,2.64,34.02,52.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
46,267250,HD현대,?,274000,-2.49,21644100000000.0,153979,42190246000,14.2,10.25,26.51,67.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
47,096770,SK이노베이션,D,118000,1.55,19948200000000.0,466915,55095970000,-8.95,-14.42,14.56,43.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
48,003670,포스코퓨처엠,D,222750,-3.57,19812800000000.0,377542,84097480500,-1350.0,0.92,9.4,23.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
49,033780,KT&G,A,185300,0.11,19236100000000.0,188258,34884207400,18.25,11.77,51.24,73.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
50,360750,TIGER 미국S&P500,?,28495,0.46,19019000000000.0,8925417,254329757415,,,0.01,,
51,035720,카카오,C,42250,-1.05,18661400000000.0,2748182,116110689500,38.03,4.59,28.13,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
52,272210,한화시스템,C,98100,-3.82,18533000000000.0,763189,74868840900,116.23,6.6,9.22,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
53,011200,HMM,C,19350,-2.12,18251700000000.0,1216533,23539913550,12.66,6.9,7.66,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 8}"
54,138040,메리츠금융지주,A,105900,-0.19,17722100000000.0,216638,22941964200,8.34,22.53,14.19,52.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
55,086280,현대글로비스,A,219500,-5.59,16462500000000.0,286214,62823973000,9.82,18.13,44.88,76.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
56,024110,기업은행,B,20200,0.75,16108000000000.0,1196115,24161523000,6.08,7.7,13.43,58.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
57,079550,LIG디펜스앤에어로스페이스,C,724000,-6.7,15928000000000.0,173165,125371460000,51.23,19.2,24.14,67.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
58,278470,에이피알,?,403000,-5.51,15087600000000.0,194712,78468936000,42.43,75.3,37.78,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
59,000720,현대건설,?,132700,-4.46,14776900000000.0,735021,97537286700,34.99,4.58,25.69,26.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
60,047810,한국항공우주,C,148200,-9.08,14445800000000.0,640609,94938253800,73.04,10.51,26.6,41.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
61,396500,TIGER 반도체TOP10,?,51260,-2.37,14129800000000.0,19218126,985121138760,,,0.29,,
62,030200,KT,A,54200,1.88,13659600000000.0,367162,19900180400,8.85,10.22,49.0,62.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
63,071050,한국금융지주,?,238500,-3.05,13290600000000.0,205659,49049671500,7.27,18.66,35.16,49.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 10}"
64,006260,LS,C,425500,-8.69,13275600000000.0,213503,90845526500,39.89,5.65,18.78,54.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
65,064400,LG씨엔에스,?,136400,-5.08,13215200000000.0,5591929,762739115600,28.63,17.35,5.27,69.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
66,010950,S-Oil,C,109100,4.2,12282800000000.0,474597,51778532700,13.5,2.01,78.71,48.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 8}"
67,102110,TIGER 200,?,139490,-1.42,12093800000000.0,5436747,758371839030,,,7.59,,
68,0126Z0,삼성에피스홀딩스,?,458500,-4.97,11408900000000.0,38111,17473893500,21.62,,7.08,,
69,259960,크래프톤,C,246500,-1.2,11372800000000.0,133793,32979974500,13.34,10.6,43.59,85.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
70,133690,TIGER 미국나스닥100,?,204060,0.44,11166200000000.0,1085460,221498967600,,,0.03,,
71,122630,KODEX 레버리지,?,217750,-3.44,11105200000000.0,13228490,2880503697500,,,0.06,,
72,005940,NH투자증권,?,30300,-2.88,10797200000000.0,890145,26971393500,10.49,11.76,13.22,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 8}"
73,016360,삼성증권,?,119500,-4.02,10671400000000.0,608757,72746461500,8.82,13.09,26.14,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
74,047050,포스코인터내셔널,C,59800,-2.92,10520200000000.0,415060,24820588000,15.48,9.27,8.39,56.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 5}"
75,323410,카카오뱅크,B,22000,-0.68,10496600000000.0,671531,14773682000,21.85,7.23,16.46,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
76,454910,두산로보틱스,?,157900,14.09,10235100000000.0,7532653,1189405908700,-185.33,-14.78,9.5,20.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 0, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 10, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
77,443060,HD현대마린솔루션,A,224500,-3.65,10065100000000.0,158483,35579433500,33.06,33.73,29.14,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
78,005387,현대차2우B,?,281500,-4.74,9842300000000.0,321172,90409918000,8.68,,55.42,,
79,007660,이수페타시스,?,133500,-4.23,9800100000000.0,1181640,157748940000,56.28,29.64,23.24,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
80,379800,KODEX 미국S&P500,?,25980,0.48,9777600000000.0,12558182,326261568360,,,0.03,,
81,278530,KODEX 200TR,?,50390,-1.29,9569100000000.0,2248090,113281255100,,,0.02,,
82,039490,키움증권,?,362500,-4.86,9507800000000.0,85396,30956050000,7.29,18.12,28.25,56.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
83,028050,삼성E&A,?,48500,-3.58,9506000000000.0,1305229,63303606500,15.27,13.76,39.29,51.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
84,005830,DB손해보험,?,144900,2.77,9491000000000.0,144351,20916459900,5.74,17.75,46.86,72.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
85,047040,대우건설,?,22700,-6.39,9327600000000.0,9377480,212868796000,-12.18,-23.89,11.33,16.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
86,003490,대한항공,C,25250,-2.13,9297600000000.0,1412553,35666963250,15.12,7.28,20.62,61.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
87,352820,하이브,D,211500,-2.08,9116100000000.0,221799,46910488500,-19.55,-7.33,18.58,53.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 0}"
88,161390,한국타이어앤테크놀로지,B,69100,0.58,8559800000000.0,324480,22421568000,7.67,9.39,38.87,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 10}"
89,379810,KODEX 미국나스닥100,?,30555,0.39,8529400000000.0,5249064,160385150520,,,0.01,,
90,003230,삼양식품,B,1132000,-2.92,8527400000000.0,46946,53142872000,19.61,37.59,15.66,79.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 5}"
91,034220,LG디스플레이,D,16840,6.58,8420000000000.0,55753596,938890556640,-103.31,3.44,29.56,35.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 0, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
92,001440,대한전선,?,42750,-10.19,8378700000000.0,3951984,168947316000,163.17,5.48,13.36,44.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
93,000880,한화,?,117200,-9.08,8263500000000.0,234303,27460311600,25.38,3.3,21.84,60.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
94,488770,KODEX 머니마켓액티브,?,104517,0.02,7947300000000.0,886371,92640837807,,,0.05,,
